Date,Country,product_variation_count,total_items_sold,total_orders,daily_sales_volume,promotional_banner_count
2011-09-20,France,24,306,1,377.66,4
2011-09-20,Germany,9,104,1,138.48,2
2011-09-20,Italy,15,48,1,279.8,3
2011-09-20,Norway,18,103,1,366.25,3
2011-09-20,United Kingdom,840,42208,64,106651.45,4
2011-09-21,Belgium,32,353,1,549.84,4
2011-09-21,Denmark,17,1176,1,3850.9,5
2011-09-21,EIRE,11,94,1,381.22,5
2011-09-21,France,55,821,4,1083.76,2
2011-09-21,Germany,59,772,2,1049.04,2
2011-09-21,Spain,57,569,1,964.83,1
2011-09-21,Switzerland,1,1,1,4.95,5
2011-09-21,United Kingdom,1281,18544,64,40676.14,3
2011-09-22,Belgium,29,471,2,705.8100000000001,5
2011-09-22,EIRE,72,808,3,1254.42,3
2011-09-22,Finland,15,138,1,245.55,4
2011-09-22,France,71,1204,4,1679.7,5
2011-09-22,Germany,25,333,3,708.23,4
2011-09-22,Netherlands,21,551,1,904.62,2
2011-09-22,Portugal,36,496,1,777.2,2
2011-09-22,Switzerland,44,2408,1,4860.64,1
2011-09-22,United Arab Emirates,1,1,1,37.5,5
2011-09-22,United Kingdom,1112,26801,95,48181.12,4
2011-09-23,EIRE,184,1959,2,3502.9,3
2011-09-23,France,38,479,1,790.54,2
2011-09-23,Germany,88,1712,4,2569.5,2
2011-09-23,Spain,51,572,2,1037.68,3
2011-09-23,United Kingdom,1142,17164,55,32701.13,4
2011-09-25,Australia,22,478,1,825.9200000000001,4
2011-09-25,Finland,3,217,1,310.0,5
2011-09-25,France,35,281,2,775.99,5
2011-09-25,Portugal,18,176,1,339.02,1
2011-09-25,Spain,16,177,1,372.24,2
2011-09-25,United Kingdom,939,18175,69,28749.491,5
2011-09-26,Channel Islands,17,181,1,261.65,4
2011-09-26,Denmark,16,230,1,336.14,3
2011-09-26,EIRE,56,480,2,1156.14,4
2011-09-26,Germany,19,262,1,704.0400000000001,2
2011-09-26,United Kingdom,855,14170,61,26877.201,4
2011-09-27,EIRE,17,202,1,776.3000000000001,1
2011-09-27,France,10,65,1,189.2,2
2011-09-27,Germany,23,210,1,417.2,3
2011-09-27,Spain,19,323,1,290.5,1
2011-09-27,United Kingdom,985,20459,76,34649.75,2
2011-09-28,Australia,26,366,3,671.5,3
2011-09-28,Belgium,40,267,1,829.99,1
2011-09-28,EIRE,116,1028,5,2350.39,1
2011-09-28,France,29,268,1,644.75,2
2011-09-28,Germany,20,165,1,367.37,5
2011-09-28,Norway,14,52,1,266.25,1
2011-09-28,Switzerland,92,1225,1,1810.51,1
2011-09-28,United Kingdom,1185,22188,72,36808.3,3
2011-09-29,Denmark,13,202,1,383.12,4
2011-09-29,France,72,992,4,1395.68,2
2011-09-29,Germany,41,485,2,1108.38,2
2011-09-29,Switzerland,19,236,1,505.48,5
2011-09-29,United Kingdom,1105,25558,97,43008.79,5
2011-09-30,EIRE,49,3125,3,6255.54,2
2011-09-30,France,52,1071,3,1949.8999999999999,5
2011-09-30,Germany,17,177,1,281.94,3
2011-09-30,Sweden,7,109,1,151.68,2
2011-09-30,United Kingdom,931,18073,66,35718.0,5
2011-10-02,United Kingdom,862,8385,35,11634.53,2
2011-10-03,France,66,158,1,358.4,4
2011-10-03,United Kingdom,1077,25827,67,66018.42,1
2011-10-04,Belgium,17,118,1,346.68,2
2011-10-04,Cyprus,1,33,1,196.35,1
2011-10-04,Finland,2,73,1,310.0,5
2011-10-04,France,15,115,2,357.3,1
2011-10-04,Israel,31,99,2,138.03,2
2011-10-04,United Kingdom,1173,24960,74,47462.29,4
2011-10-05,Australia,81,7135,2,16471.77,5
2011-10-05,Channel Islands,81,1095,3,1761.0,2
2011-10-05,France,135,1242,4,2059.2,5
2011-10-05,Germany,92,2151,4,4178.92,3
2011-10-05,Netherlands,4,4,1,91.85,1
2011-10-05,Switzerland,100,1650,1,2539.56,3
2011-10-05,United Kingdom,959,33009,81,48491.33,2
2011-10-06,Australia,29,266,2,678.76,4
2011-10-06,EIRE,24,229,1,421.3,5
2011-10-06,France,8,29,1,157.0,1
2011-10-06,Germany,166,2475,8,3954.53,5
2011-10-06,Netherlands,22,357,3,841.55,2
2011-10-06,Portugal,172,1123,2,1730.77,5
2011-10-06,United Kingdom,1158,30954,105,55107.28,1
2011-10-07,Cyprus,29,345,1,600.39,2
2011-10-07,Czech Republic,10,325,1,277.48,5
2011-10-07,Denmark,6,637,1,891.4,4
2011-10-07,EIRE,51,448,1,904.14,2
2011-10-07,France,36,527,2,675.36,2
2011-10-07,Germany,86,2053,5,2866.85,4
2011-10-07,Netherlands,11,212,1,171.93,3
2011-10-07,Spain,22,227,1,422.8,1
2011-10-07,United Kingdom,987,26194,75,46980.35,3
2011-10-09,United Kingdom,798,7556,39,12524.4,5
2011-10-10,Belgium,17,196,1,332.68,4
2011-10-10,EIRE,81,1018,3,3201.28,3
2011-10-10,France,23,221,2,426.58,2
2011-10-10,Germany,15,114,1,282.58,5
2011-10-10,USA,101,1228,1,1579.51,5
2011-10-10,United Kingdom,1271,23408,92,42416.55,3
2011-10-11,Belgium,15,162,1,355.8,3
2011-10-11,Denmark,12,136,1,171.66,4
2011-10-11,EIRE,85,2206,3,1575.79,1
2011-10-11,France,259,2801,1,4279.71,3
2011-10-11,Germany,48,567,2,962.99,3
2011-10-11,Norway,1,1,1,6.0,2
2011-10-11,Portugal,55,556,1,892.47,5
2011-10-11,Switzerland,62,582,1,1527.96,1
2011-10-11,United Kingdom,1025,21478,71,42800.56,2
2011-10-12,EIRE,101,1041,5,2212.56,4
2011-10-12,Finland,35,469,2,954.9300000000001,4
2011-10-12,France,45,656,5,1360.29,3
2011-10-12,Germany,58,773,4,1232.91,3
2011-10-12,Norway,17,86,2,883.51,4
2011-10-12,Switzerland,21,337,1,676.37,3
2011-10-12,United Kingdom,974,14324,69,24838.71,1
2011-10-13,Belgium,51,1290,1,1491.59,3
2011-10-13,Cyprus,100,657,1,2876.85,5
2011-10-13,Finland,31,236,1,640.5,3
2011-10-13,France,12,124,1,331.72,2
2011-10-13,Germany,89,954,2,2129.11,1
2011-10-13,Italy,14,60,1,318.06,2
2011-10-13,Portugal,61,884,1,1319.01,2
2011-10-13,RSA,57,351,1,1002.3100000000001,5
2011-10-13,United Kingdom,1040,14215,68,27337.03,1
2011-10-14,Belgium,23,229,1,450.86,1
2011-10-14,Channel Islands,21,312,2,862.3199999999999,1
2011-10-14,EIRE,19,353,1,406.84,1
2011-10-14,France,28,234,1,513.6,1
2011-10-14,Germany,51,496,3,2541.78,5
2011-10-14,Portugal,34,215,1,642.01,3
2011-10-14,Singapore,32,599,1,999.26,2
2011-10-14,Spain,15,1006,1,3528.34,1
2011-10-14,Sweden,1,1,1,15.0,3
2011-10-14,United Kingdom,923,14715,62,26387.63,3
2011-10-16,United Kingdom,800,8770,35,22010.96,2
2011-10-17,Belgium,22,199,1,358.99,5
2011-10-17,EIRE,132,2621,7,5449.12,4
2011-10-17,Germany,183,2798,4,3512.87,4
2011-10-17,Portugal,26,367,3,1165.45,3
2011-10-17,Sweden,30,5952,1,5296.96,2
2011-10-17,United Kingdom,1226,19467,73,36278.81,4
2011-10-18,Austria,54,491,1,1043.78,3
2011-10-18,EIRE,49,625,2,1512.17,5
2011-10-18,Germany,58,725,3,1315.27,4
2011-10-18,Hong Kong,27,236,1,423.42,3
2011-10-18,Italy,65,846,1,1193.32,3
2011-10-18,Netherlands,29,272,1,448.92,1
2011-10-18,Spain,41,724,1,1019.47,5
2011-10-18,United Kingdom,1158,25401,74,38375.81,1
2011-10-19,Cyprus,28,380,1,739.28,2
2011-10-19,EIRE,58,711,1,1588.75,1
2011-10-19,France,34,733,2,2792.96,1
2011-10-19,Germany,122,1923,5,2618.61,4
2011-10-19,Portugal,2,5,1,149.75,3
2011-10-19,Singapore,1,2,1,6068.0599999999995,5
2011-10-19,Spain,12,318,1,348.32,1
2011-10-19,United Kingdom,1105,15187,73,28267.63,5
2011-10-20,EIRE,125,4953,2,3621.35,1
2011-10-20,France,39,530,1,1056.9,2
2011-10-20,Germany,59,711,3,1118.05,1
2011-10-20,Netherlands,145,18140,3,25833.56,4
2011-10-20,Spain,54,192,1,290.81,3
2011-10-20,United Kingdom,985,16393,79,29202.23,2
2011-10-21,Belgium,13,179,1,300.76,1
2011-10-21,Denmark,5,96,1,427.7,5
2011-10-21,EIRE,53,901,2,1680.03,2
2011-10-21,Germany,21,270,2,1347.05,2
2011-10-21,Netherlands,37,2476,3,3325.62,1
2011-10-21,USA,24,489,1,731.6899999999999,2
2011-10-21,United Kingdom,737,20381,54,55413.79,5
2011-10-23,United Kingdom,969,7073,42,12339.16,2
2011-10-24,EIRE,16,221,1,646.02,5
2011-10-24,Italy,24,289,1,722.4000000000001,1
2011-10-24,Spain,24,158,1,401.3,3
2011-10-24,United Kingdom,1314,25522,75,46983.19,2
2011-10-25,Germany,34,428,2,1097.16,3
2011-10-25,Italy,24,251,1,435.09,5
2011-10-25,Portugal,39,136,1,307.21,2
2011-10-25,Switzerland,85,1394,1,1635.6599999999999,4
2011-10-25,United Kingdom,1083,24745,72,37839.52,3
2011-10-26,Belgium,33,213,1,786.95,2
2011-10-26,Germany,6,24,2,119.74,3
2011-10-26,Japan,16,1124,2,1948.0400000000002,2
2011-10-26,Spain,22,243,1,449.45,1
2011-10-26,Switzerland,39,569,2,1275.64,3
2011-10-26,United Kingdom,1007,18648,87,33479.61,4
2011-10-27,Finland,35,284,1,701.79,4
2011-10-27,France,47,566,6,9425.91,5
2011-10-27,Germany,22,247,2,485.64,2
2011-10-27,Italy,1,4,1,160.0,3
2011-10-27,Netherlands,28,5769,3,9995.220000000001,5
2011-10-27,Norway,69,1231,2,1755.06,3
2011-10-27,United Kingdom,1079,24799,91,34768.1,2
2011-10-28,Belgium,27,168,1,499.15999999999997,4
2011-10-28,France,63,5246,3,8990.46,1
2011-10-28,Germany,48,536,2,1088.83,4
2011-10-28,Hong Kong,7,146,1,311.1,5
2011-10-28,Norway,32,374,2,1042.66,1
2011-10-28,Switzerland,56,334,2,409.99,5
2011-10-28,United Kingdom,780,17261,67,28223.5,2
2011-10-30,Belgium,22,268,1,299.06,1
2011-10-30,EIRE,21,185,1,501.65999999999997,5
2011-10-30,France,15,209,1,214.74,2
2011-10-30,Italy,12,62,1,343.0,4
2011-10-30,Spain,116,1484,1,2176.45,2
2011-10-30,Sweden,16,198,1,454.2,3
2011-10-30,United Kingdom,1146,17662,90,30582.12,2
2011-10-31,Belgium,24,148,1,462.85,2
2011-10-31,EIRE,37,392,1,596.9100000000001,3
2011-10-31,Finland,10,53,1,214.89999999999998,5
2011-10-31,France,26,416,2,485.32,5
2011-10-31,Germany,41,495,4,785.53,2
2011-10-31,Iceland,47,676,1,1294.32,3
2011-10-31,Italy,19,85,1,317.82,3
2011-10-31,United Kingdom,1563,19299,61,53211.5,4
2011-11-01,EIRE,90,894,2,2047.05,5
2011-11-01,France,66,1032,3,1854.81,1
2011-11-01,Italy,1,3,1,120.0,5
2011-11-01,United Kingdom,841,14664,71,25133.29,5
2011-11-02,Australia,1,216,1,624.24,4
2011-11-02,France,22,291,1,633.44,1
2011-11-02,Germany,11,64,1,171.23000000000002,4
2011-11-02,Italy,1,48,1,85.92,1
2011-11-02,Netherlands,70,2732,3,4486.91,2
2011-11-02,Poland,45,639,1,981.95,1
2011-11-02,United Kingdom,1197,24577,77,38904.65,4
2011-11-03,Australia,4,192,1,375.24,5
2011-11-03,France,72,1037,3,1653.98,1
2011-11-03,Germany,33,417,2,817.97,1
2011-11-03,Norway,15,127,1,311.73,3
2011-11-03,Portugal,12,80,1,202.3,5
2011-11-03,Spain,19,136,1,372.7,2
2011-11-03,United Kingdom,1165,32398,94,59827.57,4
2011-11-04,Australia,1,336,1,601.44,2
2011-11-04,Belgium,71,769,2,1673.03,5
2011-11-04,Finland,13,326,2,1321.28,1
2011-11-04,France,75,338,2,461.91,1
2011-11-04,Poland,26,302,1,379.28,5
2011-11-04,Spain,55,327,1,738.57,1
2011-11-04,United Kingdom,1192,32938,85,57801.85,1
2011-11-06,Channel Islands,64,638,2,1303.14,1
2011-11-06,Germany,36,887,3,1184.05,4
2011-11-06,Norway,16,146,1,419.06,4
2011-11-06,Sweden,39,577,1,671.69,3
2011-11-06,Switzerland,131,2708,1,6207.67,2
2011-11-06,United Kingdom,1220,18353,94,33160.73,5
2011-11-07,Belgium,23,365,1,754.5,5
2011-11-07,EIRE,32,768,4,1157.33,5
2011-11-07,France,31,292,1,288.67,3
2011-11-07,Germany,25,277,2,548.85,4
2011-11-07,Portugal,13,89,1,222.26000000000002,3
2011-11-07,Spain,1,5,1,140.0,5
2011-11-07,United Kingdom,1012,29584,83,82770.2,2
2011-11-08,Belgium,27,246,2,506.55,1
2011-11-08,France,58,870,2,1388.77,4
2011-11-08,Spain,24,239,1,573.71,4
2011-11-08,United Kingdom,1464,25099,103,55231.21,3
2011-11-09,EIRE,21,580,1,826.04,4
2011-11-09,France,53,499,2,1068.82,5
2011-11-09,Germany,6,87,1,449.4,5
2011-11-09,United Kingdom,1227,37103,115,63783.31,3
2011-11-10,EIRE,48,496,1,1003.03,5
2011-11-10,France,132,1347,7,2128.03,2
2011-11-10,Germany,17,165,4,1341.6000000000001,3
2011-11-10,Netherlands,64,7786,3,9823.12,2
2011-11-10,Spain,45,452,2,808.99,1
2011-11-10,United Kingdom,1227,27946,112,55903.49,2
2011-11-11,EIRE,78,1252,3,2506.77,1
2011-11-11,France,106,1836,6,2358.91,1
2011-11-11,Germany,157,1598,7,3028.82,2
2011-11-11,Portugal,7,166,1,305.3,3
2011-11-11,Sweden,12,149,1,223.68,5
2011-11-11,Switzerland,13,64,1,292.58,5
2011-11-11,United Kingdom,1481,23997,86,46541.11,1
2011-11-13,Austria,37,375,1,586.85,1
2011-11-13,EIRE,126,2643,4,4454.44,3
2011-11-13,France,17,69,1,123.08,4
2011-11-13,United Kingdom,1217,17753,81,28905.55,2
2011-11-14,Austria,33,342,1,742.9300000000001,1
2011-11-14,EIRE,23,206,1,348.21000000000004,5
2011-11-14,Finland,15,150,1,408.34000000000003,3
2011-11-14,France,68,894,3,1666.42,2
2011-11-14,Germany,21,239,2,598.38,3
2011-11-14,Hong Kong,1,1,1,326.1,2
2011-11-14,Portugal,22,225,2,511.09,2
2011-11-14,Sweden,11,1060,1,1238.48,1
2011-11-14,United Kingdom,1389,44236,95,108579.94,3
2011-11-15,Australia,26,3130,2,5355.4,3
2011-11-15,EIRE,66,1206,5,2246.31,5
2011-11-15,France,37,481,2,809.22,5
2011-11-15,Germany,47,596,2,893.41,1
2011-11-15,Sweden,8,67,1,181.66,1
2011-11-15,United Kingdom,1438,24903,96,51321.29,4
2011-11-16,EIRE,45,3082,3,4906.29,5
2011-11-16,France,24,687,2,1575.28,2
2011-11-16,Germany,117,2185,10,3612.12,3
2011-11-16,Netherlands,3,147,1,232.5,1
2011-11-16,United Kingdom,1495,26812,113,55298.78,3
2011-11-16,Unspecified,19,188,1,333.2,3
2011-11-17,Belgium,61,534,2,1492.31,4
2011-11-17,Channel Islands,9,78,1,211.63,5
2011-11-17,Denmark,56,1025,1,1794.05,1
2011-11-17,EIRE,77,631,2,1602.42,3
2011-11-17,Finland,8,183,2,234.32999999999998,1
2011-11-17,France,133,1611,4,3264.02,2
2011-11-17,Germany,94,1373,5,3720.96,4
2011-11-17,Italy,9,169,1,248.2,2
2011-11-17,Japan,31,2210,1,4808.48,1
2011-11-17,Malta,12,186,1,743.43,1
2011-11-17,Portugal,2,5,1,58.349999999999994,5
2011-11-17,Spain,47,508,2,1184.06,3
2011-11-17,United Kingdom,1343,23238,114,41740.89,3
2011-11-18,Belgium,17,315,1,1040.39,2
2011-11-18,Cyprus,92,300,1,460.89,4
2011-11-18,EIRE,44,296,1,785.5600000000001,3
2011-11-18,France,41,550,3,1072.68,5
2011-11-18,Germany,16,493,4,1135.37,2
2011-11-18,Italy,54,544,2,1363.16,2
2011-11-18,Netherlands,2,34,1,166.0,5
2011-11-18,Norway,34,240,1,936.64,4
2011-11-18,Switzerland,44,669,1,925.64,5
2011-11-18,United Kingdom,1154,20555,93,43389.06,4
2011-11-20,Belgium,15,125,1,265.83,5
2011-11-20,EIRE,41,440,1,917.54,5
2011-11-20,France,39,298,2,838.71,1
2011-11-20,Germany,12,53,1,219.0,2
2011-11-20,Netherlands,8,155,1,158.24,5
2011-11-20,Spain,37,477,2,1094.23,5
2011-11-20,United Kingdom,1257,17868,92,31565.02,3
2011-11-21,EIRE,51,626,2,900.6,2
2011-11-21,France,16,271,1,397.72,3
2011-11-21,Germany,39,323,2,718.7,2
2011-11-21,Italy,73,631,1,1757.55,3
2011-11-21,Portugal,14,68,1,430.48,5
2011-11-21,Spain,22,249,1,427.48,5
2011-11-21,United Kingdom,1199,23610,92,45173.19,1
2011-11-22,Belgium,21,185,1,301.25,3
2011-11-22,EIRE,86,1485,3,2055.2,4
2011-11-22,France,37,361,2,943.63,1
2011-11-22,Germany,58,562,2,1055.37,3
2011-11-22,Italy,23,142,2,611.19,3
2011-11-22,Netherlands,18,514,2,809.6,1
2011-11-22,Sweden,6,120,1,406.72,5
2011-11-22,United Kingdom,1467,32117,122,57906.86,3
2011-11-23,EIRE,8,60,1,177.33,5
2011-11-23,Finland,2,73,1,310.0,1
2011-11-23,France,26,219,2,348.38,5
2011-11-23,Germany,42,574,3,712.01,2
2011-11-23,Italy,13,526,1,385.06,4
2011-11-23,Netherlands,54,7244,3,10078.64,3
2011-11-23,Spain,4,920,1,2990.0,4
2011-11-23,Switzerland,21,185,2,430.57,5
2011-11-23,United Kingdom,1383,29619,117,64672.19,3
2011-11-24,Australia,8,224,1,286.4,5
2011-11-24,EIRE,10,143,1,207.14000000000001,2
2011-11-24,France,133,959,2,2241.87,1
2011-11-24,Germany,120,1930,8,4244.42,3
2011-11-24,Portugal,63,458,2,859.12,2
2011-11-24,Spain,9,77,1,178.48,2
2011-11-24,United Kingdom,1427,22263,97,42328.65,3
2011-11-24,Unspecified,34,453,1,632.55,5
2011-11-25,EIRE,6,92,1,293.78999999999996,2
2011-11-25,France,50,828,3,1260.31,4
2011-11-25,Germany,17,45,1,125.22,2
2011-11-25,Norway,49,594,1,2016.78,5
2011-11-25,United Kingdom,1345,17438,77,47126.63,5
2011-11-27,EIRE,22,225,1,829.91,4
2011-11-27,United Kingdom,1118,10947,56,19781.170000000002,2
2011-11-28,EIRE,99,945,2,1878.83,5
2011-11-28,France,21,907,3,1227.3400000000001,3
2011-11-28,Germany,67,685,2,1409.88,1
2011-11-28,United Kingdom,1394,26929,108,52649.14,1
2011-11-29,Belgium,5,21,1,281.9,1
2011-11-29,Finland,6,91,1,227.20000000000002,2
2011-11-29,France,34,645,2,1339.12,4
2011-11-29,Germany,47,639,4,1358.86,5
2011-11-29,Japan,1,2040,1,3651.6,3
2011-11-29,Spain,31,117,1,170.74,3
2011-11-29,Switzerland,15,151,1,262.5,2
2011-11-29,United Kingdom,1538,27200,124,65304.01,1
2011-11-30,Denmark,27,512,1,905.52,2
2011-11-30,EIRE,53,587,3,1594.64,4
2011-11-30,Finland,29,264,1,569.09,4
2011-11-30,France,124,1567,5,2813.59,5
2011-11-30,Germany,15,261,2,679.4,5
2011-11-30,Netherlands,4,51,1,119.0,4
2011-11-30,Norway,68,2299,1,2843.29,4
2011-11-30,Portugal,1,2,1,56.0,4
2011-11-30,United Kingdom,1319,22845,93,50546.43,2
2011-12-01,EIRE,46,565,3,1038.92,4
2011-12-01,Finland,4,218,1,890.0,3
2011-12-01,France,30,492,2,931.39,1
2011-12-01,Germany,33,247,2,695.87,4
2011-12-01,United Kingdom,1227,25529,113,48641.07,1
2011-12-02,Belgium,27,502,1,310.32,2
2011-12-02,Finland,8,132,2,342.76,1
2011-12-02,France,61,800,3,1579.25,2
2011-12-02,Germany,4,9,1,67.0,3
2011-12-02,Portugal,48,1032,1,1436.93,2
2011-12-02,USA,11,196,1,269.96,2
2011-12-02,United Kingdom,1268,26126,111,53657.85,5
2011-12-04,EIRE,30,534,1,773.54,4
2011-12-04,France,52,542,3,1031.89,4
2011-12-04,Germany,48,504,3,1179.8700000000001,3
2011-12-04,United Kingdom,996,10830,59,21636.13,3
2011-12-05,Channel Islands,5,60,1,198.4,4
2011-12-05,Denmark,11,173,1,168.9,5
2011-12-05,EIRE,17,219,2,587.4,4
2011-12-05,France,34,477,2,797.48,5
2011-12-05,Germany,16,154,2,284.25,3
2011-12-05,Norway,7,92,1,147.01,1
2011-12-05,Portugal,14,128,1,252.25,3
2011-12-05,Sweden,1,40,1,238.0,3
2011-12-05,USA,21,408,1,615.28,2
2011-12-05,United Kingdom,1740,42827,115,85452.99,2
2011-12-06,Belgium,49,396,2,898.77,2
2011-12-06,France,75,787,4,1403.94,2
2011-12-06,Greece,36,236,1,680.99,5
2011-12-06,Italy,8,45,1,200.45000000000002,4
2011-12-06,Portugal,22,267,1,718.4300000000001,1
2011-12-06,Spain,12,182,1,172.06,3
2011-12-06,United Kingdom,1388,28555,105,52638.57,5
2011-12-07,EIRE,161,1998,3,3856.89,1
2011-12-07,France,37,561,2,1117.6200000000001,5
2011-12-07,Germany,65,1220,4,2879.2599999999998,5
2011-12-07,Iceland,11,192,1,224.82,3
2011-12-07,Netherlands,83,7818,2,11477.42,4
2011-12-07,Portugal,17,142,1,400.58,2
2011-12-07,Spain,53,92,1,144.15,4
2011-12-07,United Kingdom,994,29857,92,55338.42,3
2011-12-08,Austria,7,148,1,683.2,3
2011-12-08,EIRE,72,806,1,1084.14,3
2011-12-08,France,3,21,1,165.9,1
2011-12-08,Germany,57,992,1,1188.2,4
2011-12-08,Netherlands,1,140,1,250.6,4
2011-12-08,United Kingdom,1639,32978,115,79122.96,5
2011-12-09,Belgium,17,203,1,208.64000000000001,5
2011-12-09,France,15,105,1,249.45,5
2011-12-09,Germany,71,880,4,1689.72,3
2011-12-09,Norway,66,2227,2,2638.69,4
2011-12-09,United Kingdom,1029,90564,36,196134.1,3
